,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
314,20020917X02353,Accident,MIA82DA057,1982-02-14,"MIAMI, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N98367,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,14-02-1983
316,20020917X01803,Accident,CHI82DA053,1982-02-14,"DWIGHT, IL",United States,,,DTG,DWIGHT,Non-Fatal,Substantial,Airplane,N8252V,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,14-02-1983
317,20020917X01799,Accident,CHI82DA049,1982-02-14,"LAMBERTVILLE, MI",United States,,,5G9,TOLEDO SUBURBAN,Non-Fatal,Substantial,Airplane,N5543J,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,14-02-1983
319,20020917X01670,Accident,ATL82DA056,1982-02-14,"RIDGELAND, SC",United States,,,3J1,RIDGELAND MUNICIPAL,Non-Fatal,Substantial,Airplane,N2552U,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,14-02-1983
323,20020917X02497,Accident,NYC82DA035,1982-02-15,"SCHROON LAKE, NY",United States,,,,SCHROON LAKE,Non-Fatal,Substantial,Airplane,N201UM,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,15-02-1983
325,20020917X02437,Accident,MKC82DA032,1982-02-15,"CHESTERFIELD, MO",United States,,,,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Airplane,N24311,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,15-02-1983
333,20020917X02346,Accident,MIA82DA047,1982-02-15,SAN JUAN,Puerto Rico,,,SJU,SAN JUAN INTL,Non-Fatal,Substantial,Airplane,N21732,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,15-02-1983
337,20020917X02360,Accident,MIA82DA065,1982-02-17,"OPA LOCKA, FL",United States,,,OPF,OPA LOCKA,Non-Fatal,Destroyed,Airplane,N757TY,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,17-02-1983
338,20020917X02176,Accident,LAX82DA076,1982-02-17,"SAN LUIS OBISPO, CA",United States,,,SBP,SAN LUIS OBISPO,Non-Fatal,Substantial,Airplane,N6585H,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,17-02-1983
342,20020917X01927,Accident,DEN82DA033,1982-02-17,"RAPID CITY, SD",United States,,,SD03,PETE LEIN FIELD,Non-Fatal,Substantial,Airplane,N5314A,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,17-02-1983
343,20020917X01926,Accident,DEN82DA032,1982-02-17,"BLANDING, UT",United States,,,BDG,BLANDING CITY MUNICIPAL,Non-Fatal,Substantial,Airplane,N4814K,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,2.0,0.0,IMC,Approach,Probable Cause,17-02-1983
347,20020917X01987,Accident,DEN82FTM09,1982-02-18,"ST. GEORGE, UT",United States,,,,,Fatal(1),Destroyed,Airplane,N4295S,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,18-02-1983
348,20020917X01728,Accident,ATL82FA057,1982-02-18,"HYTOP, AL",United States,,,,,Fatal(1),Destroyed,Airplane,N5552F,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,18-02-1983
356,20020917X01818,Accident,CHI82DA069,1982-02-19,"NEW RICHLAND, MN",United States,,,82MN,ARNEMAN FIELD,Non-Fatal,Substantial,Airplane,N3328D,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-02-1983
366,20020917X02444,Accident,MKC82DA039,1982-02-20,"PERRYVILLE, MO",United States,,,,MUNICIPAL,Non-Fatal,Substantial,Airplane,N2240K,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-02-1983
367,20020917X02350,Accident,MIA82DA054,1982-02-20,"ST. PETERSBURG, FL",United States,,,SPG,ALBERT WHITTED,Non-Fatal,Substantial,Airplane,N24725,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-02-1983
368,20020917X02177,Accident,LAX82DA081,1982-02-20,"GRAND CANYON, AZ",United States,,,,GRAND CANYON,Non-Fatal,Substantial,Airplane,N529CA,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,20-02-1983
370,20020917X02015,Accident,FTW82DA063,1982-02-20,"KROTZ SPRINGS, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N77029,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,20-02-1983
372,20020917X01810,Accident,CHI82DA061,1982-02-20,"FRANKLIN, WI",United States,,,Y78,RAINBOW,Non-Fatal,Substantial,Airplane,N63213,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,20-02-1983
375,20020917X02285,Accident,LAX82FUA10,1982-02-21,"AVALON, CA",United States,,,,CATALINA,Non-Fatal,Destroyed,Airplane,N5593V,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,4.0,0.0,0.0,VMC,Landing,Probable Cause,21-02-1983
376,20020917X02271,Accident,LAX82FA084,1982-02-21,"TRUCKEE, CA",United States,,,,,Fatal(1),Destroyed,Airplane,N3646R,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,21-02-1983
380,20020917X02440,Accident,MKC82DA035,1982-02-21,"TIPTON, IA",United States,,,8C4,MATHEWS MEMORIAL,Non-Fatal,Substantial,Airplane,N64998,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,21-02-1983
381,20020917X02270,Accident,LAX82FA080,1982-02-21,"CATALINA ISLAND, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N4906G,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,3.0,VMC,Cruise,Probable Cause,21-02-1983
384,20020917X01816,Accident,CHI82DA067,1982-02-21,"LAKERVILLE, MN",United States,,,Y12,AIRLAKE INDUSTRIAL,Non-Fatal,Substantial,Airplane,N1GF,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,21-02-1983
385,20020917X01815,Accident,CHI82DA066,1982-02-21,"PLAINFIELD, IL",United States,,,1C5,CLOW INTL AIRPORT,Non-Fatal,Substantial,Airplane,N6112Q,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,21-02-1983
392,20020917X02018,Accident,FTW82DA066,1982-02-22,"NEAR PATTERSON, LA",United States,,,PTN,,Non-Fatal,Substantial,Airplane,N61766,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,22-02-1983
393,20020917X02016,Accident,FTW82DA064,1982-02-22,"ABILENE, TX",United States,,,ABI,ABILENE MUNI.,Non-Fatal,Substantial,Airplane,N3643C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,22-02-1983
400,20020917X02020,Accident,FTW82DA068,1982-02-23,"KINGFISHER, OK",United States,,,F92,KINGFISHER,Non-Fatal,Substantial,Airplane,N7178A,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,23-02-1983
402,20020917X02367,Accident,MIA82DA077,1982-02-23,ATLANTIC OCEAN,ATLANTIC OCEAN,,,,,Non-Fatal,Destroyed,Airplane,N761MG,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,23-02-1983
405,20020917X02097,Accident,FTW82FA069,1982-02-24,"FORT WORTH, TX",United States,,,F72,OAK GROVE,Non-Fatal,Destroyed,Airplane,N3942,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,24-02-1983
406,20020917X02021,Accident,FTW82DA070,1982-02-24,"HENNESSEY, OK",United States,,,OK42,HAYMAKER,Non-Fatal,Destroyed,Airplane,N79325,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,24-02-1983
413,20020917X02586,Accident,SEA82DA030,1982-02-25,"JEROME, ID",United States,,,U73,JEROME,Non-Fatal,Substantial,Airplane,N3561G,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-02-1983
420,20020917X02445,Accident,MKC82DA040,1982-02-26,"MCPHERSON, KS",United States,,,MPR,MCPHERSON,Non-Fatal,Substantial,Airplane,N757PF,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-02-1983
421,20020917X01821,Accident,CHI82DA073,1982-02-26,"MANCHESTER, MI",United States,,,73G,ROSSITTIE,Non-Fatal,Substantial,Airplane,N9101U,Cessna,150,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,26-02-1983
424,20020917X02354,Accident,MIA82DA058,1982-02-27,"MIAMI BEACH, FL",United States,,,,,Non-Fatal,Destroyed,Airplane,N24542,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,27-02-1983
434,20020917X01822,Accident,CHI82DA074,1982-02-27,"WILLIAMSBURG, MI",United States,,,Y17,ACME,Non-Fatal,Substantial,Airplane,N47559,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,27-02-1983
438,20020917X02587,Accident,SEA82DA031,1982-02-28,"REDMOND, WA",United States,,,,,Non-Fatal,Substantial,Airplane,N4787E,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-02-1983
444,20020917X02027,Accident,FTW82DA077,1982-02-28,"ARKADELPHIA, AR",United States,,,,,Non-Fatal,Substantial,Airplane,N4912H,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,28-02-1983
448,20020917X02199,Accident,LAX82DA112,1982-03-01,"GLENDALE, AZ",United States,,,P37,GLENDALE MUNI,Non-Fatal,Substantial,Airplane,N2524U,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,01-03-1983
462,20020917X01632,Accident,ANC82DA023,1982-03-02,"NEAR GULKANA, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N8293C,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Other,Probable Cause,02-03-1983
464,20020917X02358,Accident,MIA82DA062,1982-03-02,HUMA CAO,,,,,,Fatal(1),Destroyed,Airplane,N2741J,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,02-03-1983
472,20020917X01969,Accident,DEN82FA038,1982-03-04,"3NM EAST OF MAR, UT",United States,,,,,Fatal(3),Destroyed,Airplane,N3963F,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,04-03-1983
473,20020917X02369,Accident,MIA82DA081,1982-03-04,"BROOKSVILLE, FL",United States,,,,PILOT COUNTRY,Non-Fatal,Substantial,Airplane,N25853,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,04-03-1983
482,20020917X01830,Accident,CHI82DA083,1982-03-05,"MILWAUKEE, WI",United States,,,MWC,TIMMERMAN FIELD,Non-Fatal,Substantial,Airplane,N6125B,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,05-03-1983
487,20020917X01983,Accident,DEN82FTE17,1982-03-06,"BOULDER, CO",United States,,,,,Non-Fatal,Destroyed,Airplane,N4899F,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,06-03-1983
488,20020917X02590,Accident,SEA82DA035,1982-03-06,"CRESWELL, OR",United States,,,77S,HOBBY,Non-Fatal,Substantial,Airplane,N58754,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,06-03-1983
491,20020917X02189,Accident,LAX82DA097A,1982-03-06,"HALF MOON BAY, CA",United States,,,HAF,HALF MOON BAY,Non-Fatal,Substantial,Airplane,N5678E,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-03-1983
492,20020917X02187,Accident,LAX82DA095,1982-03-06,"MAMMOTH, AZ",United States,,,,,Non-Fatal,Substantial,Airplane,N734GH,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,UNK,Descent,Probable Cause,06-03-1983
494,20020917X01730,Accident,ATL82FA065,1982-03-06,"TAYLORVILLE, NC",United States,,,,,Fatal(1),Substantial,Airplane,N9783J,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,2.0,0.0,0.0,VMC,Descent,Probable Cause,06-03-1983
495,20020917X02191,Accident,LAX82DA099,1982-03-06,"WOODLAND, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N3427U,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,06-03-1983
497,20020917X02035,Accident,FTW82DA085,1982-03-07,"HOUSTON, TX",United States,,,T17,WEISER AIRPARK,Non-Fatal,Destroyed,Airplane,N1117U,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,07-03-1983
501,20020917X02045,Accident,FTW82DA097,1982-03-07,"TYLER, TX",United States,,,,POUNDS FIELD,Non-Fatal,Substantial,Airplane,N777BZ,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-03-1983
507,20020917X02419,Incident,MIA82IA066,1982-03-08,"NEAR MELBOURNE, FL",United States,,,,,Incident,Minor,Airplane,N3505Q,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,08-03-1983
511,20020917X01828,Accident,CHI82DA080,1982-03-08,"CHARLESTOWN, IN",United States,,,,,Non-Fatal,Substantial,Airplane,N66252,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,08-03-1983
512,20020917X01677,Accident,ATL82DA067,1982-03-08,"MURFREESBORO, TN",United States,,,,MURFREESBORO MUNICIPAL,Non-Fatal,Substantial,Airplane,N75029,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,08-03-1983
516,20020917X02507,Accident,NYC82DA047,1982-03-09,"JAFFREY, NH",United States,,,,JAFFREY MUNI,Non-Fatal,Substantial,Airplane,N9256C,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause,09-03-1983
517,20020917X02194,Accident,LAX82DA102,1982-03-09,"SAN CARLOS, CA",United States,,,SQL,SAN CARLOS,Non-Fatal,Substantial,Airplane,N3564E,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,09-03-1983
523,20020917X02124,Accident,FTW82FPM11,1982-03-10,"HEAVENER, OK",United States,,,,,Fatal(2),Destroyed,Airplane,N739MG,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,10-03-1983
530,20020917X01634,Accident,ANC82DA025,1982-03-10,"MCGRATH, AK",United States,,,,TATITNA AIRSTRIP,Non-Fatal,Substantial,Airplane,N9464C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,10-03-1983
537,20020917X02195,Accident,LAX82DA104,1982-03-11,"LAS VEGAS, NV",United States,,,LAS,MCCARRAN INTL.,Non-Fatal,Substantial,Airplane,N8542B,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,1.0,0.0,VMC,Taxi,Probable Cause,11-03-1983
542,20020917X02616,Accident,SEA82DYM12,1982-03-12,"ALBANY, OR",United States,,,S12,ALBANY MUNICIPAL,Non-Fatal,Substantial,Airplane,N2935S,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,12-03-1983
546,20020917X02290,Accident,LAX82FUG07,1982-03-12,"BLYTHE, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N21409,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,12-03-1983
550,20020917X01934,Accident,DEN82DA043,1982-03-12,"BROOMFIELD, CO",United States,,,BJC,JEFFERSON COUNTY,Non-Fatal,Substantial,Airplane,N733DU,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,12-03-1983
554,20020917X02309,Accident,LAX82FUQ11,1982-03-13,"LANCASTER, CA",United States,,,WJF,FOX FIELD,Non-Fatal,Destroyed,Airplane,N7498X,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,13-03-1983
564,20020917X02316,Accident,LAX82FVD11,1982-03-13,"NAVATO, CA",United States,,,,GNOSS,Non-Fatal,Substantial,Airplane,N6346Q,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-03-1983
566,20020917X01835,Accident,CHI82DA088,1982-03-13,"SEBRING, OH",United States,,,3G6,TRI CITY,Non-Fatal,Substantial,Airplane,N2039X,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-03-1983
567,20020917X01834,Accident,CHI82DA087,1982-03-13,"LAKE VILLAGE, IN",United States,,,,LAKE VILLAGE,Non-Fatal,Substantial,Airplane,N757XU,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,13-03-1983
570,20020917X01678,Accident,ATL82DA068,1982-03-13,"CHAMBLEE, GA",United States,,,,DEKALB PEACHTREE,Non-Fatal,Substantial,Airplane,N44ER,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,13-03-1983
572,20020917X02331,Accident,LAX82FXQ06,1982-03-14,"LAKE TAHOE, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N5298N,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,14-03-1983
577,20020917X02567,Accident,NYC82FNC05,1982-03-14,"CARRABASSETT, ME",United States,,,,SUGARLOAF,Non-Fatal,Substantial,Airplane,N3942Y,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,2.0,VMC,Approach,Probable Cause,14-03-1983
580,20020917X01680,Accident,ATL82DA070,1982-03-14,"LUSBY, MD",United States,,,,,Non-Fatal,Substantial,Airplane,N159TC,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,14-03-1983
581,20020917X01679,Accident,ATL82DA069,1982-03-14,"HUNTINGTON, WV",United States,,,,TRISTATE,Non-Fatal,Substantial,Airplane,N7154Q,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,14-03-1983
583,20020917X02511,Accident,NYC82DA054,1982-03-15,"CANASTOTA, NY",United States,,,,CANASTOTA,Non-Fatal,Substantial,Airplane,N9243H,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Maneuvering,Probable Cause,15-03-1983
586,20020917X01837,Accident,CHI82DA090,1982-03-15,"BREMEN TOWNSHIP, MN",United States,,,,,Non-Fatal,Substantial,Airplane,N5643B,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,IMC,Cruise,Probable Cause,15-03-1983
596,20020917X02449,Accident,MKC82DA045,1982-03-17,"THAYER, MO",United States,,,42M,THAYER MEMORIAL,Non-Fatal,Destroyed,Airplane,N73828,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,17-03-1983
598,20020917X02133,Accident,FTW82FQG16,1982-03-17,"NEAR STERLING C, TX",United States,,,,,Fatal(1),Destroyed,Airplane,N82622,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,17-03-1983
600,20020917X01732,Accident,ATL82FA072,1982-03-17,"TILGHMAN ISLAND, MD",United States,,,PVT,CROMWELL FARM,Fatal(1),Destroyed,Airplane,N10914,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,17-03-1983
602,20020917X02366,Accident,MIA82DA076,1982-03-17,"BROOKSVILLE, FL",United States,,,X05,PILOT COUNTY,Non-Fatal,Substantial,Airplane,N757JK,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,17-03-1983
605,20020917X01684,Accident,ATL82DA075,1982-03-17,"MIDLAND, NC",United States,,,,METROLINA PARA-CENTER,Non-Fatal,Substantial,Airplane,N6449A,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,17-03-1983
612,20020917X02375,Accident,MIA82DA089,1982-03-18,"LAKE WALES, FL",United States,,,X25,CHALET SUZANNE,Non-Fatal,Substantial,Airplane,N8330B,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,4.0,0.0,VMC,Takeoff,Probable Cause,18-03-1983
618,20020917X02322,Accident,LAX82FVG17,1982-03-19,"FOLSOM, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N3910D,Cessna,182,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,3.0,2.0,0.0,VMC,Cruise,Probable Cause,19-03-1983
625,20020917X01763,Accident,ATL82FLT03,1982-03-20,"GREENFIELD, TN",United States,,,,,Fatal(1),Destroyed,Airplane,N737QS,Cessna,172N,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,20-03-1983
626,20020917X01733,Accident,ATL82FA080,1982-03-20,"FRANCISCO, NC",United States,,,,,Fatal(1),Destroyed,Airplane,N738QS,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,20-03-1983
630,20020917X02451,Accident,MKC82DA048,1982-03-20,"SABETHA, KS",United States,,,K83,SABETHA MUNI,Non-Fatal,Substantial,Airplane,N60761,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-03-1983
634,20020917X01840,Accident,CHI82DA093,1982-03-20,"GRANTSBURG, WI",United States,,,GTG,GRANTSBURG,Non-Fatal,Substantial,Airplane,N5252E,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,20-03-1983
637,20020917X01685,Accident,ATL82DA077,1982-03-20,"ALLENDALE, SC",United States,,,88J,ALLENDALE COUNTY,Non-Fatal,Substantial,Airplane,N757VV,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-03-1983
641,20020917X02200,Accident,LAX82DA114,1982-03-21,"DELANO, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N63335,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,21-03-1983
